"ICPF.Nr","sample_date","latitude","longitude","elevation","plot_size","tree_species","soil_type","mean_age","root_density","defoliation","ozone_symptoms","code_yield_rel","mass_100_leaves","mass_1000_needles","foliar_n","foliar_s","foliar_p","foliar_n_p_ratio","foliar_ca","foliar_mg","foliar_k","foliar_na","foliar_c","foliar_zn","foliar_mn","foliar_fe","foliar_cu","foliar_pb","foliar_cd","foliar_b","foliar_al_ratio","dep_oa_ph","dep_oa_conductivity","dep_oa_k","dep_oa_ca","dep_oa_mg","dep_oa_na","dep_oa_nh4","dep_oa_cl","dep_oa_so4","dep_oa_alkalinity","dep_oa_n_total","dep_tf_ph","dep_tf_conductivity","dep_tf_k","dep_tf_ca","dep_tf_mg","dep_tf_na","dep_tf_nh4","dep_tf_cl","dep_tf_no3","dep_tf_so4","dep_tf_alkalinity","dep_tf_n_total","mean_air_temperature","mean_precipitation","min_air_temperature","max_air_temperature","mean_solar_radiation","growth_season_length","ss_030_depth","ss_030_ph","ss_030_k","ss_030_ca","ss_030_mg","ss_030_no3","ss_030_so4","ss_030_alkalinity","ss_030_al","ss_030_doc","ss_030_water_content","ss_030_na","ss_030_al_labile","ss_030_fe","ss_030_mn","ss_030_p","ss_030_nh4","ss_030_cl","ss_3060_depth","ss_3060_ph","ss_3060_k","ss_3060_ca","ss_3060_mg","ss_3060_no3","ss_3060_so4","ss_3060_alkalinity","ss_3060_al","ss_3060_doc","ss_3060_water_content","ss_3060_na","ss_3060_al_labile","ss_3060_fe","ss_3060_mn","ss_3060_p","ss_3060_nh4","ss_3060_cl","part_size_clay_mineral","part_size_silt_mineral","part_size_sand_mineral","bulk_density_mineral","coarse_fragment_vol_mineral","coarse_fragment_mass_mineral","ph_cacl2_mineral","ph_h2o_mineral","organic_carbon_total_mineral","n_total_mineral","cn_mineral","exch_acidiy_mineral","exch_al_mineral","exch_ca_mineral","exch_fe_mineral","exch_k_mineral","exch_mg_mineral","exch_mn_mineral","exch_na_mineral","free_h_mineral","extrac_al_mineral","extrac_ca_mineral","extrac_cd_mineral","extrac_cr_mineral","extrac_cu_mineral","extrac_fe_mineral","extrac_hg_mineral","extrac_k_mineral","extrac_mg_mineral","extrac_mn_mineral","extrac_na_mineral","extrac_ni_mineral","extrac_p_mineral","extrac_pb_mineral","extrac_s_mineral","extrac_zn_mineral","rea_al_mineral","rea_fe_mineral","exch_bce_mineral","exch_ace_mineral","exch_cec_mineral","bs_mineral","thickness_organic","organic_layer_weight_organic","ph_cacl2_organic","ph_h2o_organic","organic_carbon_total_organic","n_total_organic","cn_organic","exch_acidiy_organic","exch_al_organic","exch_ca_organic","exch_fe_organic","exch_k_organic","exch_mg_organic","exch_mn_organic","exch_na_organic","free_h_organic","extrac_al_organic","extrac_ca_organic","extrac_cd_organic","extrac_cr_organic","extrac_cu_organic","extrac_fe_organic","extrac_hg_organic","extrac_k_organic","extrac_mg_organic","extrac_mn_organic","extrac_na_organic","extrac_ni_organic","extrac_p_organic","extrac_pb_organic","extrac_s_organic","extrac_zn_organic","rea_al_organic","rea_fe_organic","exch_bce_organic","exch_ace_organic","exch_cec_organic","bs_organic"
"4_606","15/10/2014",51.37111111,9.267777778,9,1.28,"BEECH","Haplic Cambisol","> 120",0.840155701,31.617900172117,NA,NA,12.495652173913,NA,22.3691304347826,1.37872727272727,1.34260869565217,16.7761876198005,9.09869565217391,2.64990476190476,6.09508695652174,NA,50.6535714285714,33.1881818181818,173.590909090909,81.5763636363636,5.98768181818182,0.997416666666667,93.1111111111111,NA,37.6666666666667,5.28327586206897,24.6039481268012,0.401867816091954,0.75533908045977,0.22521613832853,0.779060344827586,0.798207492795389,1.18229971181556,0.728238505747126,23.7798165137615,1.69552873563218,5.90980196314407,78.1528142641958,25.5026971666667,9.23493362777778,3.78532788888889,9.76109076666667,7.60831754444444,19.3252033888889,8.04502857777778,7.56786928888889,194.544147927236,18.2378685111111,7.81563484101053,646.8,-14.4333333333333,31.3,92.4467354253127,226,0.2,6.21452554744526,0.869153284671533,10.5233175182482,7.8913905109489,9.40689416058394,4.0129598540146,190.021327586207,0.433025547445255,23.9476126482213,NA,3.7350622406639,NA,0.192253112033195,0.00355,0.0338095238095238,0.045225,5.25584647302905,0.6,6.81930555555556,0.394060185185185,12.5752083333333,10.0339814814815,11.0774444444444,4.76956481481481,299.238505434783,0.096287037037037,12.8008208955224,NA,4.78960215053763,NA,0.0488763440860215,0.00302209944751381,0.0262435897435897,0.0511413043478261,6.82351612903226,19.15,64,16.85,878.25,15.335,NA,4.905,5.67,34.825,2.72,12.8,0.424,0.2635,8.052,0.01,0.26,4.416,0.0865,0.0885,0.059583333,22124.6,9787.05,0.5035,167.42,15.45,45197.95,NA,1426.65,24020,869.16666666665,552.1,219.505,1484.2,36.83,340,100.785,2738.3,9865,12.817,0.4195,13.236,96.30958333335,1.6,2.25,5.32,5.91,327.33,13.778,24.1,0.38,0.01,31.835,0.01,1.862,12.678,0.38,0.113,0.05,9855,14971.7,0.433,75.66,15.52,19600,NA,1596.7,11706.7,548.3333333333,365,101.32,1431.7,21.27,1205,82.86,NA,NA,46.488,0.45,46.938,99.04
"4_608","15/10/2014",51.15777778,9.030555556,10,1,"BEECH","Stagnic Cambisol","> 120",0.348055048,31.0884353741497,NA,NA,14.6666666666667,NA,20.2958333333333,1.34833333333333,1.28333333333333,15.841990929496,6.67833333333333,0.956666666666667,7.525,NA,50.5641666666667,29.1666666666667,3198.25,76.5883333333333,5.71666666666667,0.775,104.866666666667,NA,NA,5.17476635514019,15.0299019607843,0.162156862745098,0.191981308411215,0.0532692307692308,0.526859813084112,0.423439252336449,0.785607476635514,0.444168224299065,12.258064516129,0.978672897196262,5.74496239055063,50.1922037521302,20.688555,3.337270725,1.08025925,4.6575003,5.8937408375,9.5756160625,5.52322555,3.923318925,144.336381673882,13.4292217375,7.7307274137953,598,-14.9666666666667,31.8333333333333,131.225508211305,239.666666666667,0.2,4.54848484848485,0.418840909090909,0.710765151515152,0.441022727272727,0.263544715447154,1.65545454545455,13,1.42495454545455,16.3785365853659,NA,2.1323358778626,NA,0.10075572519084,0.309526717557252,0.0196545454545455,0.083,3.56431297709924,0.6,4.62434782608696,0.677295652173913,1.51950434782609,0.720147826086956,0.0842982456140351,3.70209565217391,14,1.0295652173913,10.5709,NA,3.49356140350877,NA,0.0738761061946903,0.572868421052632,0.0202456140350877,0.0830088495575221,4.51931578947368,19.7,46.2,34.1,961.70833333335,22,35.58,3.595,4.185,36.7,1.978,18.25,6.245,4.292,0.255,0.105,0.1095,0.125,0.173,0.0425,0.23625,16441.7,372.1,0.141,25.03,10.885,22301.25,NA,1628.3,2208.3,707.91666666665,64.15,18.515,559.6,53.01,271.25,90.83,1776.65,3570,0.5325,4.806,5.3385,8.70708333335,2.5,2.0765,4.905,5.355,461.66,15.4125,30.9,8.537,0.2925,11.836,0.071,2.7285,4.7455,5.9775,0.177,0.2141666665,2796.3,7030.15,0.306,4.565,11.345,3446.85,NA,1682.2,1002,3686.94997159115,91.5,5.84,1066,25.48,1249.95,54.5,NA,NA,19.4855,6.5545,26.039,71.3126184526
"4_701","02/10/2013",49.69777778,7.027222222,13,9.9,"SPRUCE",NA,"61 - 80",0.538722733,35.840554592721,NA,3,NA,5.48157894736842,14.3785,0.915,1.14175,12.9360128755115,2.080975,0.50145,4.9513,51.75,50.7563333333333,13.7461111111111,396.169722222222,78.95,2.91186111111111,0.568085714285714,52.53,25.5202777777778,150.666666666667,5.168875,14.7075,0.127388535031847,0.36024375,0.1203125,0.39138125,0.255275,0.765825,0.324770700636943,NA,0.74820625,5.14699074074074,36.8746422558923,23.039644625,7.739243375,2.0421315625,8.6274983125,6.630546625,19.73810275,7.9128778125,11.59264775,NA,18.179881125,6.50228561603348,1151.774625,-14.3307142857143,30.3207142857143,117.128102730114,218.583333333333,0.1,4.10443820224719,0.334315557998901,0.48787397260274,0.453298630136986,1.83407894736842,3.20074520547945,NA,2.6555397260274,12.8402312842362,NA,2.18372602739726,NA,0.192988182329769,0.0485342465753425,0.0140520381613183,0.116546052631579,3.81079224376731,0.6,4.24191176470588,0.562583005064716,0.613145751266179,0.506263365222285,1.94881221719457,3.82160653889515,NA,2.64844119302195,5.774231678487,NA,1.95380979178391,0.02,0.047417548226509,0.0795571187394485,0.00972086190009794,0.101531791907514,3.5552271452608,NA,NA,NA,NA,NA,NA,3.59,NA,123.166666666667,5.135,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,19985.5,NA,0.07,23.4,4.6,18606.8333333333,NA,NA,NA,NA,NA,NA,503.083333333333,30.2,690,55.8333333333333,NA,NA,0.32,7.581,7.904,4,NA,6,3.59,NA,123.166666666667,5.135,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,19985.5,NA,0.07,23.4,4.6,18606.8333333333,NA,NA,NA,NA,NA,NA,503.083333333333,30.2,690,55.8333333333333,NA,NA,0.32,7.581,7.904,4
"4_705","",49.27277778,7.8125,11,9.2,"OAK","Haplic Cambisol","> 120",0.461513094,39.6240601503759,0.0265486725663717,2,25.7,NA,24.393125,1.5425625,1.15375,21.1873607892938,4.0814375,1.163125,6.67125,25,50.3545454545455,17.7513333333333,2734.24666666667,79.7773333333333,6.6202,0.3924,52.6090909090909,21.4226666666667,54.75,5.15720670391061,19.8581005586592,0.211034482758621,0.385793296089385,0.0924581005586592,0.354212290502793,0.712787709497207,0.632837988826816,0.536782122905028,NA,1.4925988700565,5.53075757575758,37.172601010101,21.369791,5.84048674444444,2.01989994444444,4.40011965555556,8.7115816,10.2157506222222,6.88760421111111,7.98429141111111,NA,20.3047082222222,9.1762588902215,1164.76739230769,-12.4846153846154,33.9153846153846,114.114527844868,263.153846153846,0.1,4.4124394184168,0.446607431340872,0.91642972536349,0.833327948303716,2.60106896551724,1.52806138933764,NA,1.89562197092084,9.42805872756933,NA,0.741647819063005,NA,0.0227018072289157,0.26389337641357,0.0132617079889807,0.0555785123966942,1.58722132471729,0.6,4.40402576489533,0.287915993537964,0.841583198707593,0.793683360258481,2.00357024793388,2.82581583198708,NA,1.62211631663974,3.08618421052632,NA,0.926177419354839,NA,0.0181746031746032,0.295104838709677,0.00860409556313993,0.0584304932735426,1.80062600321027,12.75,21.35,65.9,1082.5,8,NA,3.89,4.52,32.095,2.081,15.25,2.899,2.5325,0.186,0.04,0.111,0.1095,0.1615,0.0185,0.1650625,12126.15,312.65,0.091,13.9,3.635,8622.4,0.077,845.6,1040.5,402.9375,124.8,8.19,250.35,29.88,213.85,44.125,3408.7,3161.875,0.425,2.899,3.323,11.211875,1.2,0.86,4.26,4.8,402.54,14.768,27.3,8.005,0.175,15.8,0.019,2.004,4.974,7.588,0.089,0.22375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347.5,407.125,22.867,8.006,30.873,74.03625
"4_706","",49.02111111,8.130277778,3,9.9,"OAK","Mollic Gleysol","81 - 100",0.693814397,39.8809523809524,0,2,22.7166666666667,NA,23.8715384615385,1.62507692307692,1.27923076923077,18.9750997877469,7.08923076923077,2.15284615384615,8.09361538461538,12.25,49.905,19.7218181818182,460.721818181818,147.690909090909,5.30272727272727,0.386909090909091,51.4125,29.6663636363636,49,5.24901840490798,14.7171779141104,0.192760736196319,0.386331288343558,0.0870552147239264,0.282006134969325,0.427871165644172,0.535926380368098,0.35698773006135,NA,1.049,6.04398148148148,43.9382575757576,25.2555464375,10.28858813125,4.0877495625,2.92482564375,7.306951725,9.133508,6.4300466125,7.2566380625,NA,18.087481025,10.8308733438132,755.015454545455,-13.4153846153846,36.4923076923077,130.187250905469,288.461538461538,0.1,4.30565709312446,1.39604273504274,6.5504188034188,2.09531623931624,0.0743691148775895,8.06955555555555,NA,1.82348757497858,35.3959677419355,NA,3.06151282051282,NA,1.94059829059829,0.0939714285714286,0.0144931506849315,0.081037527593819,5.49358974358974,0.6,7.652770208901,0.19021645021645,36.5662857142857,9.20779220779221,0.0583734939759036,19.259012987013,NA,0.0408433734939759,8.05719696969697,NA,15.5177142857143,NA,0.0496229802513465,0.293491851851852,0.0133903133903134,0.0654186046511628,19.720927384077,10.55,20.35,69.1,1326,5,NA,3.675,4.425,38.84,2.984,12.65,3.5365,2.9825,2.2235,0.156,0.1285,0.5575,0.01,0.037,0.3879375,9410,711.15,0.121,12.075,2.775,4436.95,0.0875,491.15,672.75,25.5625,137.85,5.61,284.1,21.5,346.45,37.31,1262.6,1570.9375,2.947,3.5365,6.4835,42.381875,1.4,1.275,4.58,5.14,388.36,17.608,22.2,1.424,0.104,31.298,0.017,2.693,9.035,1.202,0.172,0.101125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370.9,681,43.199,1.424,44.623,96.7925
"4_707","01/10/2013",49.30583333,7.866666667,11,4,"PINE",NA,"> 120",0.401480648,19.1666666666667,NA,1,NA,13.1272727272727,17.1695833333333,1.10058333333333,1.00583333333333,17.3792109550112,3.776875,0.709416666666667,4.494,80.875,51.5092857142857,60.959,338.498,89.415,3.57345,1.2738,178.978571428571,19.891,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.09800505050505,45.2877104377104,16.3730084375,7.0192733125,2.0210306875,6.5183445,7.5640115,13.94646275,10.347560375,7.75329375,NA,20.3710441875,NA,NA,NA,NA,NA,NA,0.1,4.05958378970427,0.556912539515279,0.525079030558483,0.245374077976818,0.123288364249578,1.11835616438356,NA,2.16574288724974,38.1576679340938,NA,1.26766069546891,NA,0.725711275026343,0.0177116991643454,0.0132562814070352,0.082387676508344,2.25972340425532,0.6,4.35463917525773,0.476647662485747,0.371493728620296,0.300923603192702,0.127512315270936,1.83084378563284,NA,1.30840364880274,11.2901445466491,NA,1.41261117445838,NA,0.0693978748524203,0.0218813559322034,0.00823368421052632,0.0882944606413994,3.01531356898518,NA,NA,NA,NA,NA,NA,3.50833333333333,NA,80.8333333333333,3.45,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,7328.83333333333,NA,0.3,NA,2.66666666666667,4304.66666666667,NA,NA,NA,NA,NA,NA,217.285714285714,24.5,353.5,25.8333333333333,NA,NA,0.319,2.527,2.85,10.2,NA,14,3.50833333333333,NA,80.8333333333333,3.45,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,7328.83333333333,NA,0.3,NA,2.66666666666667,4304.66666666667,NA,NA,NA,NA,NA,NA,217.285714285714,24.5,353.5,25.8333333333333,NA,NA,0.319,2.527,2.85,10.2
"4_901","",49.41361111,11.32166667,9,0.2621,"PINE","Haplic Podzol","81 - 100",NA,26.3448275862069,NA,2,NA,13.24796875,16.33859375,1.090265625,1.40125,11.7005562003821,3.47378125,0.695359375,5.431859375,NA,53.235,60.775,826.168225806452,64.766935483871,3.91453225806452,0.156,198.6125,20.5583333333333,243.911428571429,5.43755754475703,31.5737642585551,0.4982,1.01906329113924,0.106355498721228,0.605002528445006,0.94010854816825,0.976409898477157,0.753103674540682,1,2.04921586475943,5.46524544692207,51.40141049021,10.8156191666667,7.73676601111111,1.16039266666667,4.84967299444444,6.53973942222222,9.00833061111111,6.65075696666667,4.5690355,1,15.6764810166667,7.81481107439607,796.602142857143,-15.9538461538462,32.9714285714286,121.822179269193,239.785714285714,0.198327272727273,4.27981072555205,1.55259944751381,1.53248467153285,0.134965566714491,0.379516722408027,1.53368326417704,907.5,0.724913888888889,41.0104373177843,NA,1.39434993084371,NA,0.282281045751634,0.125798245614035,0.0822878228782288,0.809333333333333,2.40191592920354,0.5,4.67241379310345,1.01945253164557,0.80812987012987,0.152452145214521,0.104004651162791,2.19739677419355,NA,1.32623870967742,11.0214361702128,NA,1.82149206349206,NA,0.368540880503145,0.243892966360856,0.0370108695652174,0.274172268907563,2.13738267148014,4,1.45,94.55,1361.5,0,NA,3.375,3.965,15.625,0.63,23.9,2.191,1.3985,0.098,0.225,0.055,0.0375,0.009,0.0145,0.5584666665,2359.1,77.1,0.077,3.81,6.69,1750.8,NA,277.4,118,13.8,49.6,3.38,82.5,20.04,96.3,14.12,911.85,937.1,0.2055,2.191,2.3965,7.5,9.3,7.509,2.74,3.51,491.23,14.593,33.7,9.519,3.923,10.797,0.663,1.222,1.762,0.929,0.128,4.003666667,2212.8,2857.8,0.667,8.1,31.21,2742.8,0.353,686.1,471.7,270,80.6,8.7,668.9,116.07,1688.9,87.41,NA,NA,13.908,9.519,23.427,58.7
"4_905","",49.11666667,10.58888889,10,0.26,"PINE","Dystric  Arenosol","101 - 120",NA,29.1477272727273,NA,1,NA,13.1125,15.546875,1.02925,1.3375,11.6958780126522,3.9913125,0.703625,5.7199375,NA,52.98,49.515,446.449285714286,64.7628571428571,3.28957142857143,0.109,160.67,18.1,203,5.19087458745875,20.2285008237232,0.29925430210325,0.810265758091993,0.0842320819112628,0.364217607973422,0.748492907801418,0.648663893510815,0.619812068965517,1,1.66393771626298,5.46419548955163,40.5755724470182,9.95216021428571,5.09927417857143,0.828655,2.46974913571429,7.21529942142857,5.22384685,5.38501462142857,3.46547825,1,15.2596582071429,7.57476998444661,707.695555555556,-18.3777777777778,34.3433333333333,121.199268907353,233.666666666667,0.199438202247191,4.35846582984658,2.19334153005464,1.46971669218989,0.200387050359712,0.395075901328273,2.33721606648199,1632,1.01187569060773,34.9307092198582,NA,1.04494262295082,NA,0.223043583535109,0.19592050209205,0.11002641509434,0.799388671875,2.06893440233236,0.6,4.44265765765766,1.32026304347826,1.06945259938838,0.137145833333333,0.0317738095238095,4.01943572984749,NA,1.68271052631579,5.87960829493088,NA,1.33764782608696,NA,0.20933014354067,0.0662137931034483,0.0727672955974843,0.138074074074074,1.65699056603774,NA,NA,NA,NA,NA,NA,3.3925,NA,196.5,8.28,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645,NA,NA,NA,NA,NA,4.4725,5.445,6.46333333333333,27.25,NA,4,3.06,NA,260.666666666667,8.28,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645,NA,NA,NA,NA,NA,5.94666666666667,6.84,9.035,35
"4_906","11/09/2014",48.1225,11.91722222,11,0.2503,"SPRUCE","Haplic Luvisol","61 - 80",0.578534613,17.8426395939086,NA,3,NA,4.19867647058823,14.5167647058824,0.970073529411765,1.42588235294118,10.269269354834,4.7745,1.16319117647059,4.92410294117647,NA,52.3971739130435,19.8919696969697,2175.99696969697,50.3092424242424,3.10086363636364,0.0805333333333333,58.993,24.24125,90.28,5.74001347708895,26.1464429530201,0.371348637015782,0.87776462585034,0.151664411366712,0.34323616734143,0.917679114799447,0.646855013550136,0.58136652835408,1,1.88306666666667,5.75076644264258,41.3839127052022,16.199497,7.71827635555556,1.70075244444444,2.43839415555556,7.24042033888889,6.86238376111111,7.16678617777778,3.94954519444444,1,17.8715606111111,7.51638759234627,965.156923076923,-18.1076923076923,32.7153846153846,126.853026317197,234.846153846154,0.2139146567718,4.648014571949,1.8665703125,2.96532528041415,0.946100172711572,2.25575220458554,3.11266034482759,2236.63636363636,1.26173777777778,25.9836839666358,NA,0.946037165082109,NA,0.3088,1.22478801431127,0.0485885885885886,0.601449484536082,1.57815650591447,0.5,6.68511312217195,0.781152542372881,24.2913861940299,6.0762052238806,1.5864378585086,7.12633888888889,2518.31016042781,0.391105263157895,4.57817787418655,NA,1.89962011173184,NA,0.337903225806452,0.534104950495049,0.0328259109311741,0.329337209302326,2.18900601202405,23.85,49,27.15,584.6666666667,15.67,NA,3.61,4.245,47.825,2.2955,20.2,6.5895,5.7035,0.9155,0.3615,0.108,0.595,0.2195,0.0485,0.305416667,16433.3,789.9,0.07,20.35,7.67,18586.7,NA,1194,2504,311.8666666667,92.1,12.43,406.8,48.9,416,41.5,2885,5462.33333335,1.6675,6.59,8.2565,17.78,4.7,5.087,3.11,3.98,391.63,15.593,25.1,6.294,2.036,10.8,0.462,1.006,3.001,2.086,0.106,1.71,4323.3,3060.7,0.227,7.51,10.63,4432.7,0.422,904,870.6,748.2,81,8.75,1020.8,57.64,1631,44.68,NA,NA,14.913,6.294,21.207,70.2766666667
"4_908","21/11/2013",49.76305556,12.39666667,17,0.2599,"SPRUCE","Haplic Podzol","61 - 80",0.410738988,23.8344594594595,NA,1,NA,4.82328358208955,15.1979104477612,0.982835820895522,1.76955223880597,8.78526652341844,1.88423880597015,0.958925373134328,5.80692537313433,NA,53.0292,16.0825540540541,354.532837837838,88.6263513513513,3.59314864864865,0.291,104.534545454545,31.2471428571429,105.457142857143,5.07457142857143,22.1968831168831,0.328693820224719,0.656732510288066,0.0770652173913044,0.35897908496732,0.90166935483871,0.602421052631579,0.695857331571995,1,1.87662631578947,4.92269124093034,63.7415417678635,18.4854876111111,8.48312255555556,1.46897927777778,4.45039562222222,9.04227764444444,9.2147991,9.50092170555556,11.7647468666667,1,21.7432761666667,6.21420186498134,888.107857142857,-15.3428571428571,30.3285714285714,117.836319508024,213,0.132512671976828,4.32083669354839,1.26384444444444,0.826007751937984,0.368067932067932,1.55194502074689,2.99459762140733,895.666666666667,1.52417693836978,16.1168909276249,NA,0.665840436075322,NA,0.258053731343284,0.189234726688103,0.0864523809523809,0.799044176706827,1.39416419491525,0.4,4.53075851393189,0.401559451219512,0.662227443609023,0.347440422322775,1.26090791599354,4.32723564954683,838,2.6325641025641,2.14895110410095,NA,0.885556561085973,NA,0.157859281437126,0.0869967741935484,0.0194117647058824,0.106151193633952,1.4108064,20.85,27.6,51.55,437,12.665,NA,3.05,3.535,91.325,3.689,24.45,10.276,7.428,0.42,1.474,0.1365,0.3115,0.039,0.049,1.3346166665,20684.4,377.2,0.217,34.33,17.16,25938.3,NA,3576.1,2874.4,157.2,198.9,15.73,622.8,91.26,726.1,48.93,3437.85,14901.55,0.9175,10.276,11.193,7.65,10,11.26,2.26,2.91,367.57,15.077,24.4,9.309,4.44,4.312,1.001,0.882,1.117,0.205,0.075,3.662666667,4113.9,1177.6,0.433,12.57,21.77,5431.1,0.489,910.3,524.7,98.8,81.9,9.56,778.4,209.82,1726.6,64.49,NA,NA,6.386,9.309,15.695,41
"4_912","",49.695,11.50361111,9,0.25,"PINE","Haplic  Podzol","61 - 80",NA,21.7990654205607,NA,1,NA,13.5,15.76,1.07958333333333,1.555,10.1522119966093,3.44908333333333,0.899166666666667,5.42375,NA,NA,51.393,203.55,66.938,3.5265,NA,181.7,NA,206.206666666667,5.23282786885246,24.3135245901639,0.528879492600423,0.85884133611691,0.109213250517598,0.803577319587629,0.787715835140998,1.32894398340249,0.650807947019868,1,1.78297263157895,4.98645733956826,32.4263621048631,7.63175090909091,6.96858704545455,0.916348363636364,3.98344570909091,3.02405773636364,7.65419912727273,3.7602497,3.82396670909091,1,9.17643156363636,6.51523741797041,863.658571428571,-22.2333333333333,33.0816666666667,117.801972453028,221.285714285714,0.133487833140209,4.3076103500761,0.809625,0.952909734513274,0.110058724832215,0.189197278911565,1.26002583586626,818,0.964985007496252,29.6970858895706,NA,0.810463703703704,NA,0.264378698224852,0.0398297491039427,0,0.365587234042553,1.34617872968981,0.5,4.49447598253275,0.289870614035088,0.976473557692308,0.0992738095238095,0.0657902097902098,2.57278858350951,742,1.06811513859275,6.36836781609195,NA,0.998268085106383,NA,0.0558270676691729,0.0478705882352941,0,0.127233108108108,1.44979281183932,NA,NA,NA,NA,NA,NA,3.3,4.375,165,5.41,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,5850,NA,NA,NA,NA,5547.5,NA,NA,NA,NA,NA,NA,691,NA,NA,32.5,NA,NA,7.7075,5.46,10.4933333333333,19,NA,3,2.945,2.8,237.5,7.8,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,4530,NA,NA,NA,NA,5080,NA,NA,NA,NA,NA,NA,691,NA,NA,36.6666666666667,NA,NA,10.23,5.94666666666667,13.67,24.3333333333333
"4_913","",48.92916667,11.76111111,10,0.2676,"OAK","Stagnic Cambisol","101 - 120",0.286286621,23.6934673366834,NA,3,19.2196428571429,NA,24.5104285714286,1.66735714285714,1.45785714285714,17.1849288214475,10.0140285714286,1.51362857142857,7.97187142857143,NA,50.95175,22.8355,1149.13133333333,90.0858333333333,7.10587931034483,0.226375,91.315,8.8625,35.095,5.39463548830812,18.3358695652174,0.351640058055152,0.816900552486188,0.0963611111111111,0.359780054644809,0.793061194029851,0.634770919067215,0.589014347202296,1,1.76334870317003,5.83569849917382,55.1711224383791,21.8238850555556,9.01141473888889,1.99000072222222,2.16002520555556,7.76108636111111,4.49888299444444,5.15642102222222,4.62604602222222,1,16.3131640722222,7.97855645739095,715.810833333333,-18.2071428571429,34.1064285714286,121.308192690609,239.642857142857,0.196612665684831,6.26170506912442,3.48970479134467,23.8687481371088,0.865558867362146,1.78210869565217,1.92180712166172,3396.73529411765,0.304874545454545,30.295251572327,NA,0.730937685459941,NA,0.245798479087452,0.292484087102178,0.277385767790262,0.725981981981982,1.1500157480315,0.6,8.16570850202429,0.189577092511013,84.8570610687023,1.0761825095057,0.389294930875576,4.12755849056604,4056.57788944724,0.0529555555555556,3.34838565022422,NA,1.64972452830189,NA,0.122702898550725,0.138373056994819,0.0197368421052632,0.119516556291391,1.51035433070866,32.8,56.9,10.3,949.16666666665,10.335,NA,5.25,5.84,27.09,1.8075,14.7,0.455,0.115,15.84,0.01,0.1695,0.437,0.3315,0.0365,0.0355333335,24753.3,3976.7,0.413,33.29,9.27,28056.7,NA,1989,2370.3,1240.2,100.4,22.42,465.5,42.21,265.3,78.42,1518,4547.83333335,16.4835,0.492,16.9755,96.78,3.1,0.403,5.32,5.93,406.67,15.053,27,2.573,0.013,40.74,0.01,2.86,7.323,2.553,0.093,0.006666667,2599,30483.3,0.383,4.9,9.89,2647,0.02,1828.7,1330.3,1614,78.9,6.14,1268,6.83,1257,54.68,NA,NA,51.013,2.583,53.597,95.1866666667
"4_914","",49.97694444,9.459722222,10,0.26,"OAK","Dystric  Cambisol","81 - 100",0.319175735,38.1140350877193,NA,3,23.86,NA,25.0354545454545,1.57,1.77181818181818,14.1925005913827,5.06127272727273,1.17163636363636,7.48327272727273,NA,51.11,18.6571428571429,3611.28571428571,83.0128571428571,6.57771428571429,0.215,76.72,NA,53.18,5.0924,25.8784220532319,0.49565815324165,0.779037181996086,0.104366471734893,0.533986641221374,1.328958984375,0.955652591170825,0.684289575289575,1,2.57799418604651,5.38731961425243,44.1926077642023,20.1759306923077,7.20333032307692,1.61440246153846,3.8521122,7.99574433846154,8.04633198461539,5.95996330769231,5.56555931538462,1,17.3669804538462,6.79936430704228,967.957,-14.5888888888889,30.9444444444444,121.695011269972,227.3,0.13259779338014,4.64076335877863,3.28032321699545,1.32969724770642,0.35906027820711,0.628433027522936,1.95833282442748,981,0.517671274961598,28.712538330494,NA,0.707507575757576,NA,0.183650205761317,0.663490284005979,0.488539603960396,0.869166365280289,1.43690938511327,0.5,4.54932279909707,0.639357142857143,0.703988789237668,0.297687074829932,0.0560354609929078,3.87292170022371,NA,1.32563616071429,1.41552941176471,NA,1.02148883928571,NA,0.161953488372093,0.359919739696312,0.0241379310344828,0.164152249134948,1.6619406175772,NA,NA,NA,NA,NA,NA,3.76666666666667,NA,183.333333333333,7.75666666666667,NA,6.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1024,NA,NA,NA,NA,NA,8.78666666666667,6.47,6.245,38.3333333333333,NA,2,3.76666666666667,NA,183.333333333333,7.75666666666667,NA,6.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1024,NA,NA,NA,NA,NA,8.78666666666667,6.47,6.245,38.3333333333333
