"SH","binomial","ndiffsite","abn","ndead","hypave","conave","rhizave","ecm_status","unite_taxonomy"
"SH1523033.08FU","Leptodontidium_sp",13,14,2,1.33333333333333,1.33333333333333,1,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Leptodontidium;s__Leptodontidium_sp"
"SH1639595.08FU","Gloniaceae_sp",13,14,0,4.58333333333333,1,1,"no","k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mytilinidales;f__Gloniaceae;g__unidentified;s__Gloniaceae_sp"
"SH1564449.08FU","Oidiodendron_pilicola",8,11,0,1,1.14285714285714,1,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__Oidiodendron_pilicola"
"SH1565480.08FU","Oidiodendron_sp",7,11,4,2,1,1,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__Oidiodendron_sp"
"SH1522252.08FU","Umbelopsis_sp",6,10,1,2,1.2,1.6,"no","k__Fungi;p__Mucoromycota;c__Umbelopsidomycetes;o__Umbelopsidales;f__Umbelopsidaceae;g__Umbelopsis;s__Umbelopsis_sp"
"SH1542298.08FU","Mycena_sanguinolenta",4,8,0,1.57142857142857,1.14285714285714,1.71428571428571,"no","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_sanguinolenta"
"SH1566383.08FU","Archaeorhizomyces_sp",4,7,0,2.25,1.25,1,"no","k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_sp"
"SH1522937.08FU","Hyaloscyphaceae_sp",4,7,,,,,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__unidentified;s__Hyaloscyphaceae_sp"
"SH1574115.08FU","Oidiodendron_maius",7,7,1,2,1,1,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__Oidiodendron_maius"
"SH1556760.08FU","Archaeorhizomyces_finlayi",4,6,1,1.25,1,1,"no","k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_finlayi"
"SH1564458.08FU","Oidiodendron_tenuissimum",5,5,1,2.33333333333333,1,1,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__Oidiodendron_tenuissimum"
"SH1564470.08FU","Oidiodendron_sp",4,5,0,1.5,1,1,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__Oidiodendron_sp"
"SH1569079.08FU","Entoloma_rhodocylix",3,5,0,1.5,1.5,1,"no","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__Entoloma_rhodocylix"
"SH1639592.08FU","Pseudocenococcum_floridanum",4,5,0,5.5,1,1,"no","k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mytilinidales;f__Gloniaceae;g__Pseudocenococcum;s__Pseudocenococcum_floridanum"
"SH1607997.08FU","Mortierella_humilis",5,5,0,1.5,1,1,"no","k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_humilis"
"SH1544281.08FU","Meliniomyces_sp",5,5,0,1.5,1,1,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Meliniomyces;s__Meliniomyces_sp"
"SH1568421.08FU","Trichoderma_koningii",3,4,2,1,1,1,"no","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_koningii"
"SH1564463.08FU","Oidiodendron_sp",2,4,0,2,1,1,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__Oidiodendron_sp"
"SH1522929.08FU","Hyaloscyphaceae_sp",4,4,4,1,1,1,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__unidentified;s__Hyaloscyphaceae_sp"
"SH1523000.08FU","Hyaloscypha_sp",4,4,0,1.6,1,1,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscypha;s__Hyaloscypha_sp"
"SH1544241.08FU","Meliniomyces_sp",3,3,0,1.66666666666666,1,1,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Meliniomyces;s__Meliniomyces_sp"
"SH1554565.08FU","Ceratobasidiaceae_sp",3,3,0,1,1,1,"no","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__unidentified;s__Ceratobasidiaceae_sp"
"SH1556761.08FU","Archaeorhizomyces_sp",3,3,0,5.33333333333333,1,1,"no","k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_sp"
"SH1522923.08FU","Leptodontidium_sp",2,3,,,,,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Leptodontidium;s__Leptodontidium_sp"
"SH1523783.08FU","Meliniomyces_sp",2,3,2,1,1,1,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Meliniomyces;s__Meliniomyces_sp"
"SH1544247.08FU","Hyaloscyphaceae_sp",3,3,0,1,1,1,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__unidentified;s__Hyaloscyphaceae_sp"
"SH1557027.08FU","Mortierella_sp",2,2,0,4,1,1,"no","k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_sp"
"SH1629834.08FU","Mortierella_parvispora",1,2,0,1.5,1,1,"no","k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_parvispora"
"SH1646573.08FU","Rhodocollybia_butyracea",2,2,,,,,"no","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Omphalotaceae;g__Rhodocollybia;s__Rhodocollybia_butyracea"
"SH1523767.08FU","Hyaloscypha_vraolstadiae",2,2,0,1,1,1,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscypha;s__Hyaloscypha_vraolstadiae"
"SH1566388.08FU","Archaeorhizomyces_sp",2,2,0,1,1,1,"no","k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_sp"
"SH1544243.08FU","Meliniomyces_sp",2,2,0,6,1,1,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Meliniomyces;s__Meliniomyces_sp"
"SH1544268.08FU","Meliniomyces_sp",1,2,0,1,1,1,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Meliniomyces;s__Meliniomyces_sp"
"SH1565595.08FU","Saitozyma_podzolica",2,2,0,1,1,1,"no","k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__Saitozyma;s__Saitozyma_podzolica"
"SH1569083.08FU","Entolomataceae_sp",1,2,,,,,"no","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__unidentified;s__Entolomataceae_sp"
"SH1564522.08FU","Oidiodendron_sp",2,2,2,1,1,1,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__Oidiodendron_sp"
"SH1555062.08FU","Hydnodontaceae_sp",1,2,0,2,1,1,"no","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__unidentified;s__Hydnodontaceae_sp"
"SH1569709.08FU","Mortierella_sp",2,2,0,3,1,1,"no","k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_sp"
"SH1608139.08FU","Mortierella_alliacea",2,2,0,1.5,1,1,"no","k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_alliacea"
"SH1522932.08FU","Rhizodermea_veluwensis",2,2,0,5,1,1,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Rhizodermea;s__Rhizodermea_veluwensis"
"SH1509556.08FU","Microglossum_griseoviride",1,2,0,1,1,1,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Microglossum;s__Microglossum_griseoviride"
"SH1608142.08FU","Mortierella_turficola",1,1,0,2,2,1,"no","k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_turficola"
"SH1629842.08FU","Mortierella_sp",1,1,0,1,1,1,"no","k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_sp"
"SH1546199.08FU","Trechispora_sp",1,1,0,1,1,1,"no","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora;s__Trechispora_sp"
"SH1236063.08FU","Vibrisseaceae_sp",1,1,0,2,1,1,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Vibrisseaceae;g__unidentified;s__Vibrisseaceae_sp"
"SH1544255.08FU","Meliniomyces_sp",1,1,0,1,1,1,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Meliniomyces;s__Meliniomyces_sp"
"SH1542308.08FU","Mycena_haematopus",1,1,,,,,"no","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_haematopus"
"SH1523769.08FU","Hyaloscypha_sp",1,1,0,1,1,1,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscypha;s__Hyaloscypha_sp"
"SH1555060.08FU","Luellia_cystidiata",1,1,0,2,1,1,"no","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Luellia;s__Luellia_cystidiata"
"SH1522486.08FU","Xenopolyscytalum_pinea",1,1,0,2,1,1,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Xenopolyscytalum;s__Xenopolyscytalum_pinea"
"SH1574384.08FU","Bolbitiaceae_sp",1,1,0,2,1,1,"no","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae;g__unidentified;s__Bolbitiaceae_sp"
"SH1639596.08FU","Gloniaceae_sp",1,1,0,1,1,1,"no","k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mytilinidales;f__Gloniaceae;g__unidentified;s__Gloniaceae_sp"
"SH1246666.08FU","Cortinariaceae_sp",1,1,0,1,1,1,"no","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__unidentified;s__Cortinariaceae_sp"
"SH1568411.08FU","Trichoderma_sp",1,1,0,4,1,1,"no","k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_sp"
"SH1523757.08FU","Hyaloscypha_sp",1,1,1,1,1,1,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscypha;s__Hyaloscypha_sp"
"SH1545889.08FU","Cadophora_sp",1,1,,,,,"no","k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Cadophora;s__Cadophora_sp"
"SH1542490.08FU","Mycena_amicta",1,1,0,2,1,1,"no","k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_amicta"
